model,accuracy,balanced_accuracy,macro_f1,sell_precision,sell_recall,sell_f1,buy_precision,buy_recall,buy_f1,no_trade_precision,no_trade_recall,no_trade_f1,sell_prediction_pct,buy_prediction_pct,no_trade_prediction_pct,direction_roc_auc,filter_roc_auc,cv_accuracy_mean,cv_macro_f1_mean
endpoint_42f,0.5086972844450006,0.40638999294792416,0.36408925785314034,0.2560131795716639,0.4955357142857143,0.33760590918965894,0.34782608695652173,0.042278332354668234,0.07539267015706806,0.677195198989261,0.6813559322033899,0.679269194212694,37.98022775622575,2.590414215992992,59.429358027781255,0.5129618200774144,0.6689584639539041,0.53804,
endpoint_25f,0.5915404830434239,0.38903459621753894,0.3720994583661921,0.2972972972972973,0.09119897959183673,0.13958028306490972,0.3581514762516046,0.1638285378743394,0.22481869460112813,0.6395780716089734,0.9120762711864406,0.7518993974325386,6.0192716806407205,9.74846702540358,84.2322612939557,0.51636723758793,0.7011527859100778,0.5712164191556817,0.39133585446055386
endpoint_18f,0.5856588662245026,0.36038206936585954,0.3225147867269132,0.26936026936026936,0.05102040816326531,0.08579088471849866,0.3418013856812933,0.08690546095126248,0.13857677902621723,0.6131386861313869,0.9432203389830508,0.7431766964360237,3.716681266424728,5.4185959204104615,90.8647228131648,0.5091588822845639,0.6644583693889289,0.5610545636576005,0.352504511973511
first_passage_42f,0.4531563126252505,0.4457107660415753,0.40706209568307766,0.31998209890355783,0.6748466257668712,0.43412264723740135,0.4107402031930334,0.12047679863771818,0.18630678077682686,0.6740976645435244,0.5418088737201365,0.6007568590350048,55.97444889779559,8.629759519038076,35.395791583166336,0.49936062678464477,0.7382637804618457,0.4862604340567612,0.4493000538265708
