row_type,fold,roc_auc,balanced_accuracy,buy_recall,sell_recall,directional_macro_f1,activity_auc,three_class_accuracy,three_class_macro_f1,scaler_fit_rows,train_first,train_last,validation_first,validation_last
fold,1,0.499487351735891,0.49804148201320686,0.37774607703281027,0.6183368869936035,0.4885749221979798,0.7801566187414543,0.4709618116487006,0.4589177324547395,11969.0,2022-05-17T02:00:00,2022-11-15T22:00:00,2022-11-15T22:15:00,2023-05-22T20:00:00
fold,2,0.5178804579298237,0.5053607856198661,0.3350225225225225,0.6756990487172095,0.48955721344022884,0.7903911741178751,0.503634996239659,0.4746101165634287,23936.0,2022-05-17T02:00:00,2023-05-22T20:00:00,2023-05-22T20:15:00,2023-11-21T20:45:00
fold,3,0.5157799201558836,0.5029721023828362,0.19854382525903108,0.8074003795066413,0.4426759546364407,0.7928710164962937,0.4575081474053648,0.429182946512791,35903.0,2022-05-17T02:00:00,2023-11-21T20:45:00,2023-11-21T21:00:00,2024-05-27T15:30:00
fold,4,0.4851634746925758,0.48824731411495836,0.21759394115933586,0.7589006870705809,0.44298567522561383,0.79211213409984,0.5126598144898471,0.43483402537934257,47870.0,2022-05-17T02:00:00,2024-05-27T15:30:00,2024-05-27T15:45:00,2024-11-26T13:15:00
fold,5,0.5123231173017552,0.5092633487431764,0.4519757715604269,0.5665509259259259,0.5076016668784927,0.7855026281506221,0.5097351048717306,0.46354372692844587,59837.0,2022-05-17T02:00:00,2024-11-26T13:15:00,2024-11-26T13:30:00,2025-06-02T22:30:00
mean,,0.5061268643631859,0.5007770065748087,0.31617642750682534,0.6853775856427923,0.47427908647575123,0.788206714321217,0.4908999749310604,0.45221770956774954,,,,,
