split,class,count,within_0_05_atr_of_boundary_pct,within_0_10_atr_of_boundary_pct,within_0_25_atr_of_boundary_pct,median_boundary_distance_atr,median_absolute_move_atr,median_threshold_price_points,median_absolute_forward_move_price_points
train,SELL,14645,3.97405257767156,7.620348241720724,18.600204848071016,0.8779514890745894,1.8779514890745894,33.618337684510585,68.99999999999811
train,BUY,15579,4.461133577251428,8.845240387701393,20.59182232492458,0.7886288041344724,1.7886288041344724,34.21221459462893,64.99999999999687
train,NO_TRADE,41693,3.3362914637948817,6.768522293910249,18.506703763221644,0.5808708342360511,0.4191291657639488,36.06914830747016,13.500000000001275
validation,SELL,1566,4.342273307790549,8.55683269476373,20.88122605363985,0.8161415660653885,1.8161415660653883,31.97775198437286,62.00000000000201
validation,BUY,1703,4.7563123899001765,9.16030534351145,22.078684674104522,0.7600350253948662,1.7600350253948662,33.12632960478796,66.2999999999992
validation,NO_TRADE,4717,3.095187619249523,6.911172355310578,19.01632393470426,0.560685824626902,0.439314175373098,37.24288702421555,15.500000000000732
