split,feature,comparison,left_count,right_count,ks_statistic,ks_pvalue,absolute_median_iqr_effect
train,is_market_open,BUY_vs_SELL,15579,14645,0.0,1.0,0.0
train,is_asia_session,BUY_vs_NO_TRADE,15579,41693,0.29821389046189817,0.0,0.0
train,is_asia_session,SELL_vs_NO_TRADE,14645,41693,0.2877896627167068,0.0,0.0
train,is_asia_session,BUY_vs_SELL,15579,14645,0.010424227745191361,0.3822933770953242,0.0
train,is_london_session,BUY_vs_NO_TRADE,15579,41693,0.21511781946453779,0.0,0.0
train,is_london_session,SELL_vs_NO_TRADE,14645,41693,0.22108500954197896,0.0,0.0
train,is_london_session,BUY_vs_SELL,15579,14645,0.005967190077441176,0.9494102649555237,0.0
train,is_new_york_session,BUY_vs_NO_TRADE,15579,41693,0.2336740318574274,0.0,0.0
train,is_new_york_session,SELL_vs_NO_TRADE,14645,41693,0.22929173303271244,0.0,0.0
train,is_new_york_session,BUY_vs_SELL,15579,14645,0.00438229882471497,0.99856429306066,0.0
validation,returns,BUY_vs_NO_TRADE,1703,4720,0.05892492809299643,0.00031939865445398903,0.07821765368344982
validation,returns,SELL_vs_NO_TRADE,1568,4720,0.03213204773434797,0.1713162719760564,0.015299915533778373
validation,returns,BUY_vs_SELL,1703,1568,0.048533050918547205,0.04089370571783886,0.05650588000923927
validation,returns_2,BUY_vs_NO_TRADE,1703,4720,0.06657655483344449,2.8607066215488898e-05,0.0849773309879283
validation,returns_2,SELL_vs_NO_TRADE,1568,4720,0.02559884123140782,0.4149791219355049,0.027921384177710454
validation,returns_2,BUY_vs_SELL,1703,1568,0.05572848634462596,0.011924765756016491,0.0534290510161954
validation,returns_5,BUY_vs_NO_TRADE,1703,4720,0.0743792111627537,1.8043200878448622e-06,0.10841354856778636
validation,returns_5,SELL_vs_NO_TRADE,1568,4720,0.03072898650985817,0.21097993488965805,0.046237787777682386
validation,returns_5,BUY_vs_SELL,1703,1568,0.058178020180473855,0.007542503778794678,0.06063137941904461
validation,returns_10,BUY_vs_NO_TRADE,1703,4720,0.07131545030205921,5.539355844438298e-06,0.1034483104058013
